screen_name,text,name,listed_count
Real_Infinity95,RT @TIME: 5 things to know about Lindsey Vonn as she goes for the gold at the 2018 Winter Olympics https://t.co/ll7aGFfloM,Real_Infinity95,141
jmhamiltonblog,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",J.M. Hamilton,187
whoopsitssam,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",sam☁️,1
Hank723AMN,"RT @SBNation: 🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters
💪62 days:…",Hank Neubert,32
lapagapeo,"RT @newsmax: Vice President Pence will focus on putting pressure on North Korea, with the father of Otto Warmbier at his side. 
https://t.c…",Lina Bilreiro,23
971theriver,2018 Winter Olympics: Who is Bradie Tennell? https://t.co/caU5ETVpso,97.1 The River,37
SuperiorPlay,"This Friday, the opening ceremonies begin!! What is your family's favorite Winter Olympic Sport? https://t.co/Qfl70pPs83",Superior PlaySystems,4
IamNitishSingh,One reason for South Korea to play nice w North Korea is to avoid disruption to upcoming Winter #Olympics #TheFive,Nitish Singh,9
KimLing99,"RT @ARMYIndonesiaa: Untuk Pyeongchang Winter Olympics 2018
Coca-Cola mengeluarkam advertisement video..
dan tulisan untuk BTS : 대한민국 비주얼 아티…",Rus,0
SuperiorPlay,"This Friday, the opening ceremonies begin!! What is your family's favorite Winter Olympic Sport? https://t.co/vOHxx3MHD8",Superior PlaySystems,4
WESH,20 of the hottest athletes competing in the Winter Olympics https://t.co/y1FE2U19mR https://t.co/Ycglnilxk4,WESH 2 News,1808
HollywoodLife,"Everything you need to know about the #Olympics: time, date &amp; more! https://t.co/esrE5HXmdN",HollywoodLife,1994
daphnevandorn,RT @Essence: Erin Jackson is headed to the Winter Olympics! She is the first Black woman ever to make the U.S. Speed Skating team. https://…,Dr. Daphne VanDorn,3
RenWet,On a happy note.... This Friday starts the Winter Olympics 2018!!! Olympians say  it’s a bit chilly there in Pyeong… https://t.co/2i8u0Xslut,Renee Weathers,1
MarshalldaFox,"Bruh the South Korean Winter Olympics bout to start this week, where the fUCc is my Mario N Sonic!",Marshy Fox🌐,3
Maryc1850Sadler,"RT @Warchildsghost: Now, I tried for this entire year to get along with them, dad watches Faux news ONLY. 
Sara “The  Orange liar” sanders…",Mary Sadler,9
rirakkusu,"RT @rirakkusu: https://t.co/JUHthedh5e This is nonsense. Only the best athletes in winter sports should go to the Olympics, PERIOD!",Will,0
dyllpickleee,"RT @NFLRT: After winning Super Bowl MVP, Nick Foles has turned his attention towards the Winter Olympics https://t.co/PuMeceQnpH",dyl-pickle,4
AdamGordon1977,"@moosejustrocks Since Winter Olympics are first, I am looking forward to that, but Opening Day is also important.",Adam Gordon,91
BKayeWade,Ready for the Winter Olympics!!! 🤗,QueenB♛,1
omart310,@chuy_solano6 Also in between world cup is winter olympics and basketball season still going,Oscar,1
arollingbeauty,RT @Essence: Erin Jackson is headed to the Winter Olympics! She is the first Black woman ever to make the U.S. Speed Skating team. https://…,DEFEND NET NEUTRALITY,14
robern5,RT @BomberSports: Seven Ithaca Student-Athletes to Intern at Winter Olympics https://t.co/1aYOwAHp2k,rich bernstein,3
ExoLBalcony,RT @KoreanUpdates: #EXO #Baekhyun &amp; #VIXX will be performing at IOC meeting session tonight prior to Pyeongchang Winter Olympics opening th…,Electric Cosmic Latte Kiss,1
BerlinDailySun,Don't forget to show up at noon Tuesday at Nansen Ski jump to wish Sarah Hendrickson well in her quest for gold... https://t.co/Cnz4IZBBTp,Berlin Daily Sun,23
jondknight,Winter Olympics 2018: Sport-by-sport guides - BBC Sport https://t.co/skVLSo5Hfb,Jonathan Knight,101
daling0213,"RT @Taecyeon_Today: [INFO] Taecyeon’s schedule for the 2018 Pyeongchang Winter Olympics:

Feb 14: Feast of the world music show MC
Feb 15:…",daling,0
jewishsaintpaul,"https://t.co/959VIlWtY4
Meet Israel’s winter Olympians! #PyeongChang2018",St. Paul Jewish Fed,0
mickeykhun,"RT @Taecyeon_Today: [INFO] Taecyeon’s schedule for the 2018 Pyeongchang Winter Olympics:

Feb 14: Feast of the world music show MC
Feb 15:…",mickeykhun,9
jriegss,"RT @NFLRT: After winning Super Bowl MVP, Nick Foles has turned his attention towards the Winter Olympics https://t.co/PuMeceQnpH",J,6
graysya_,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",SYA 🍁,0
MariDSaint,RT @keijitanakas: Winter Olympics https://t.co/f3LyI0w5xm,Decente? Taekook?,0
Gotexoll,RT @kdramaking: BAEKHYUN SINGING THE NATIONAL ANTHEM OF SOUTH KOREA FOR THE OPENING OF THE WINTER OLYMPICS 2018. WE ARE VERY PROUD OF YOU B…,EXOLLANDPROUD,0
gingot1,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",VandyVooDooLady,32
MasashiKohmura,RT @TeamUSA: 🚨 3 DAYS! 🚨 Asia will host it’s 3rd #WinterOlympics in PyeongChang! ➡️ https://t.co/elsdPqwxGk https://t.co/pZai39YnUm,XC-skiing info,6
CinderLaura2013,"Hi world, we are 4 days away from the Winter Olympics, those when I really root for my home land 🇨🇦 because we don’t get medals in summer!",Audrey❄️,5
kunoichi_main,"RT @kat326: These are super super rough sketches lmao, but the Winter Olympics starting up this week makes me wish we had @PlayOverwatch Wi…",𝐼,0
NewImproved9,"RT @True_Canuck1: Ffs, no, it's NOT!! It was inspired by the true story of the Jamaican bobsled team. 

Interesting side note: I got to see…",New & Improved,2
xPrinceKai,RT @KoreanUpdates: #EXO #Baekhyun &amp; #VIXX will be performing at IOC meeting session tonight prior to Pyeongchang Winter Olympics opening th…,🌹,3
14sakura214,RT @sywtwfs: 2018 Winter Olympics: Info &amp; Streaming #PyeongChang2018 https://t.co/UGF4QEutpR,さくら,10
jsett49,"RT @NFLRT: After winning Super Bowl MVP, Nick Foles has turned his attention towards the Winter Olympics https://t.co/PuMeceQnpH",John Settles,0
KeepLeftPromos,RT @Sky1876Online: Winter Olympics: The skaters who could be North Korea’s only medal hope https://t.co/R26D0yeIWs … via @Sky1876Online htt…,Keep Left Promo,3
Doradojr20,"RT @NFLRT: After winning Super Bowl MVP, Nick Foles has turned his attention towards the Winter Olympics https://t.co/PuMeceQnpH",David 𓅓⁶,3
TMSreport,"NSFW!!!
Today’s episode @JulianCMitchell and @the13eatnik shout about #Superbowl52 and the half time show, #HOF of… https://t.co/DdO8YakuIx",TMSR,0
tasalinas,RT @whiskynsunshine: 2018 Winter Olympics Medal Tracker https://t.co/3gFc79XS1N via @WondermomWannab,Trippin With Tara,2186
KTAR923,Two Arizona-born athletes will compete in this year's Winter Olympics. https://t.co/n13AEzp4LU,KTAR News,1071
Farahzahraa95,"RT @ARMYIndonesiaa: Untuk Pyeongchang Winter Olympics 2018
Coca-Cola mengeluarkam advertisement video..
dan tulisan untuk BTS : 대한민국 비주얼 아티…",farahzahras.,0
IntellectLawyer,Meet the Wisconsin athletes competing in the 2018 Winter Olympics https://t.co/dpfUDzCfMs via @WiStateJournal,Mindi Giftos,43
istanfor_bts,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",calico cat ✨,0
3axel_2toe_tano,"RT @BeFitMotivation: Team GB's @PennyCoomes &amp; @N_Buckland show us what it takes to prepare for the Winter Olympics with @PanasonicUK 👌🔥💪

F…",3axel_2toe_tano,0
DazzlingDeal,RT @whiskynsunshine: 2018 Winter Olympics Medal Tracker https://t.co/3gFc79XS1N via @WondermomWannab,Dazzling Daily Deals,383
bevewake,20 International (non-Canadian) athletes to watch at the Winter Olympics in PyeongChang: https://t.co/6p0uTq2aan https://t.co/D60LYT0qUM,Bev Wake,121
whiskynsunshine,2018 Winter Olympics Medal Tracker https://t.co/3gFc79XS1N via @WondermomWannab,Jana Seitzer,1721
Beet_TV,Discovery ties broadcast and digital viewing for Winter Olympics to woo advertisers https://t.co/ejDoDXZlEO via @digiday,Andy Plesser,753
bornon4ofjuly,"RT @newsmax: Vice President Pence will focus on putting pressure on North Korea, with the father of Otto Warmbier at his side. 
https://t.c…",Tawny,1
sctimestom,Longtime Brooks Center facilities director working on ice at Winter Olympics https://t.co/cTknNTYrz1 via @sctimes,Tom Elliott,48
QbanKendy,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",oswald kendy,1505
CKKaufmannServ,RT @georgeofman: Here's something I think you'll find fascinating about one of the Winter Olympic sports. Give it a listen and you'll under…,CK Kaufmann Services,7
parkyoumi26,"RT @Taecyeon_Today: [INFO] Taecyeon’s schedule for the 2018 Pyeongchang Winter Olympics:

Feb 14: Feast of the world music show MC
Feb 15:…",Yumi,0
tvrewind,"Episode 330 is posted! John and I have a lot of feelings about #ThisIsUs. We talked about other stuff, but that was… https://t.co/ZgEi3Xegs0",TV Rewind,17
angelsteph,"Episode 330 is posted! John and I have a lot of feelings about #ThisIsUs. We talked about other stuff, but that was… https://t.co/FP8lME9pTo",Stephanie Zimmer,156
sachisaan,RT @sywtwfs: 2018 Winter Olympics: Info &amp; Streaming #PyeongChang2018 https://t.co/UGF4QEutpR,ちさと,13
MeJeffBond,"RT @newsmax: Vice President Pence will focus on putting pressure on North Korea, with the father of Otto Warmbier at his side. 
https://t.c…",Jeff Bond,28
BradZiemer,RT @bevewake: 20 Canadian athletes to watch at the Winter Olympics in PyeongChang: https://t.co/90LbtCwmoG https://t.co/5fbJkOuI8n,Brad Ziemer,308
mynbc15,"RT @NBCNightlyNews: Record-breaking cold? PyeongChang braces for frigid weather ahead of Olympics: https://t.co/dhTcvMsbNb

@Miguelnbc has…",NBC 15,563
darrenfonc,RT @RecAustralia: Reconciliation Australia congratulates figure skater Harley Windsor on becoming the first Indigenous Australian to compet…,darrenfonc,13
Integralmathyt,"I liked a @YouTube video https://t.co/e0I8JuIkgv Johnny Weir Skates to ""My Way"" at the Torino 2006 Winter Olympics | Music Monday",Justicar,73
DarvinWalter,RT @IGGYAZALEA: It will be airing throughout the Winter Olympics too. 😱🙂 https://t.co/GORt72mgMh,Darvin Walter,5
3axel_2toe_tano,"RT @AllThingsDOI: Wow what an Amazing Performance from Team GB’s @PennyCoomes &amp; @N_Buckland Tonight, Good Luck in the Winter Olympics Guys…",3axel_2toe_tano,0
jramongilgarcia,RT @Nextgov: Here's how to stay cyber secure at the Winter Olympics in Pyeongchang: https://t.co/5OJEHXF81c https://t.co/MIG5MANq5T,J. Ramon Gil-Garcia,226
bruce_arthur,"On a personal note, it is very strange to cover a winter Olympics someplace cold",Bruce Arthur,3217
damnpam_d,I can’t wait for the Winter Olympics 😃,pamelita,4
tedhodgins,"RT @RapidTVNews: 2018 #WinterOlympics ad spend is expected to reach new highs in the US, figures from @Kantar_Media show
https://t.co/q5VUK…",Ted Hodgins,70
vinod_khanna,RT @FormFiftyFive: Find out about the awesome stacked type &amp; revised structure of this weekends @NYTmag Winter Olympics special issue in ou…,Vinod.K,205
biagekiakaku,"Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. h… https://t.co/PxTpd6rZZ9",Jessica Short,0
MySeattleNews,RT @KIRO7Seattle: 2018 Winter Olympics: Who is Ryan Zapolski? https://t.co/plTZkQTuDl,My Seattle News,10
WitchuntSwamp,"RT @newsmax: Vice President Pence will focus on putting pressure on North Korea, with the father of Otto Warmbier at his side. 
https://t.c…",Drain the Swamp!,8
jinfansclub,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",enny💗bts,0
Starlight0Lady,RT @KoreanUpdates: #EXO #Baekhyun &amp; #VIXX will be performing at IOC meeting session tonight prior to Pyeongchang Winter Olympics opening th…,#VIXXgotmeChainedup,0
LiveInHope13,"RT @davidgcant: During the 2018 Winter Olympics, 'drone-catching drones' will be on hand to cast nets over any suspicious-looking unmanned…",Nazan Fennell,270
HerosofCanada,"RT @Blue_LineMag: . @CalgaryPolice Const. Joe Cecchini, a dual-citizen Italian-Canadian, is headed to South Korea to compete as a member of…",The Canadian Hero,31
biagekiakaku,The Winter Olympics are coming. NBC emphasized this on Super Bowl Sunday. https://t.co/XJhaOpOUwB : The Winter Olympics are coming. NBC…,Jessica Short,0
WebMoneyNetwork,RT @Digiday: Discovery Communications wants a more complete picture of who’s tuning in to watch the Winter Olympics. https://t.co/OBTrdfLxeS,WebMoneyNetwork,87
BCFC_Tyler,"RT @ForwardFactor: NEW SHOW ALERT

🏈 #SuperBowl reaction
🎾 #DavisCup latest
🏉 #SixNations update
🥊 #KSIWeller thoughts
⚽️ #SecondCityDerby…",Ben Tyler,9
Izkyfajri461,"RT @94_degrees: Why isn’t EXO the ambassadors of the pyeongchang Winter Olympics

#EXOL #iHeartAwards #BestFanArmy @weareoneEXO https://t.c…",Izkyyyyy,0
AltFireAviation,At least someone is standing up to Putin https://t.co/jAFzv2v09k #WinterOlympics2018,AltFireAviationNPS,45
Stern_Baird,North and South Korea will march together under a unified Korean flag for the opening ceremony of the 2018 Winter O… https://t.co/uteuA2vrJ6,The Stern Group,0
PanamSports,"Solo 3 días nos separan de la máxima fiesta deportiva del año, los Juegos Olímpicos de Invierno, PyeongChang 2018.… https://t.co/BJFL3HUIVM",Panam Sports,6
matt_thunder613,"RT @NFLRT: After winning Super Bowl MVP, Nick Foles has turned his attention towards the Winter Olympics https://t.co/PuMeceQnpH",Red Hood,1
PinkwvPink,RT @TIME: The father of Otto Warmbier will be Mike Pence's guest at the Winter Olympics opening ceremony https://t.co/PvrWnbXPi2,PINK,3
MyBangtanBoys1,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",Bangtan's ARMY 💜,0
GrlldChsAsp,RT @hangorinnokai: 7 Reasons Why You Should Oppose the PyeongChang Winter Olympics https://t.co/L31Owuma70 It is our strong hope to build a…,グリルドチーズ無宿,137
Digiday,Discovery Communications wants a more complete picture of who’s tuning in to watch the Winter Olympics. https://t.co/OBTrdfLxeS,Digiday,6102
XiuminLove17,RT @KoreanUpdates: #EXO #Baekhyun &amp; #VIXX will be performing at IOC meeting session tonight prior to Pyeongchang Winter Olympics opening th…,my💖Xiuminy,0
YoonseokMochi,RT @hobyblo: Wait but did coca cola just call BTS the representative artists of the winter Olympics??? Does this mean what I think it means…,mic drop 📀,0
soompi,#Taecyeon To Join #2PM For Performance As Full Group At Pyeongchang Winter Olympics https://t.co/v3MQ7mYO1K https://t.co/ipQDNZFMXu,Soompi | #SoompiAwards,5654
joshrogin,"Breaking: Vice President Pence will bring Fred Warmbier, father of Otto Warmbier, as his personal guest to the Wint… https://t.co/PbqFE01Ug4",Josh Rogin,3445
SBNation,"🥇3 days: Winter Olympics
🏀55 days: Women's NCAA tourney final
🏀56 days: Men's NCAA tourney final
⛳️59 days: Masters… https://t.co/Aj18dTKlZR",SB Nation,5306
IsraelInstNZ,"Israel’s largest-ever Winter Olympics squad heads to Korea
https://t.co/xbJuCCB8gi
More news, analysis, commentary,… https://t.co/EmXZze98vd",Israel Institute of NZ,0
Real_Infinity95,RT @TIME: Here are the essential U.S. athletes at the 2018 Winter Olympics to follow immediately https://t.co/xQOvTAYm52,Real_Infinity95,141
playerpress,"#NCAAB Wire: WATCH: Winter Olympic stars Lindsey Vonn, Shaun White shine in Super Bowl ads https://t.co/LLzqLnCSA4 https://t.co/KbU6kwto1M",PlayerPress,550
IGN_Vorstand,RT @Nextgov: Here's how to stay cyber secure at the Winter Olympics in Pyeongchang: https://t.co/5OJEHXF81c https://t.co/MIG5MANq5T,IGN Vorstand,179
_dpaj,via @euronews: What to look out for at the 2018 Winter Olympics in South Korea https://t.co/Nggr4i2ord https://t.co/29Jbyg9Yls,...david jones,394
_dpaj,Meet Nigeria's first ever Winter Olympians https://t.co/HtVV3fC1g4 via https://t.co/oDTinGKgNS https://t.co/ZMnvEofSEX,...david jones,394
Northofsevn,19 Ottawa-area athletes competing at Winter Games https://t.co/otJJaCrM4E,Northofseven,64
parmarkavi,"20 years later, a look back at the thrills and spills of the 1998 Winter Olympics https://t.co/xFpYdSBZyb by… https://t.co/nZZMKDNj2k",Kavita Parmar,721
Real_Infinity95,RT @TIME: How Mikaela Shiffrin became the best skier in the world https://t.co/ay5hlaUbb5,Real_Infinity95,141
chanxiuyeolmin,RT @baobobaek: EXO will be the one to represent South Korea to the world. EXO represents South Korea for 2018 Pyeongchang Winter Olympics.…,가일 💫 inactive bc of school,1
ALLREDToDoRoJo,Drone-catching drones to bolster security at Winter Olympics https://t.co/4zE4jXAqBT,AnOnALLREDToDoRoJo,168
Real_Infinity95,RT @TIME: 5 things to know about Lindsey Vonn as she goes for the gold at the 2018 Winter Olympics https://t.co/ll7aGFfloM,Real_Infinity95,141
jmhamiltonblog,"RT @nytimes: Ahead of the Winter Olympics, we go in the gym with Lindsey Vonn — the most decorated World Cup ski racer in U.S. history http…",J.M. Hamilton,187
whoopsitssam,"RT @minmeraki: [REPORTED BTS MIGHT DO A COLLAB WITH COCA-COLA] 
Caption: 
""Are you ready to enjoy the 2018 Peyongchang Winter Olympics? 
Co…",sam☁️,1
